send_date,is_sent_securely,is_sensitive,classification,is_internal_recipient,recipient_domain,recipient_type,verification_method,is_read,sending_organizational_unit
08/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Team 1
14/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
07/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
11/12/2019,Normaal verzonden,Gevoelig,BSN in bijlage,Interne ontvanger,eigendomein.nl,,,,Team 1
08/11/2019,Normaal verzonden,Gevoelig,Persoonlijk,Interne ontvanger,eigendomein.nl,,,,Team 2
02/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
13/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
09/12/2019,Veilig verzonden,Gevoelig,Medisch,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 2
11/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 1
04/12/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-drie.com,,,,Team 1
30/10/2019,Normaal verzonden,Gevoelig,Medisch,Interne ontvanger,eigendomein.nl,,,,Team 1
02/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-zes.de,,,,Team 2
29/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
28/11/2019,Veilig verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-vijf.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
22/11/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-drie.com,Gastontvanger,SMS,Niet geopend,Secretariaat
08/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
18/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Finance
11/12/2019,Normaal verzonden,Gevoelig,Medisch,Interne ontvanger,eigendomein.nl,,,,Secretariaat
14/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
21/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Team 2
05/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-zes.de,,,,Secretariaat
17/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vijf.nl,,,,Team 1
17/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vijf.nl,,,,Team 1
03/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
13/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Finance
19/10/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-drie.com,Gastontvanger,SMS,Niet geopend,Team 1
16/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 1
23/11/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Finance
10/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-drie.com,,,,Management team
15/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-zes.de,,,,Team 2
07/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Secretariaat
06/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Verificatie email,Geopend,Team 1
06/10/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-drie.com,,,,Team 1
04/11/2019,Normaal verzonden,Gevoelig,Financieel,Interne ontvanger,eigendomein.nl,,,,Team 2
15/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 2
13/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 2
07/12/2019,Veilig verzonden,Gevoelig,BSN in bijlage,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
30/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
30/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
29/11/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
01/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
26/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
24/10/2019,Veilig verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 2
03/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
22/11/2019,Veilig verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 2
03/10/2019,Normaal verzonden,Gevoelig,BSN in bijlage,Interne ontvanger,eigendomein.nl,,,,Secretariaat
02/12/2019,Normaal verzonden,Gevoelig,Persoonlijk,Interne ontvanger,eigendomein.nl,,,,Secretariaat
27/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 1
29/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
12/11/2019,Veilig verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
08/12/2019,Veilig verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 2
07/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
08/12/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,SMS,Geopend,Secretariaat
11/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vier.net,,,,Team 1
20/12/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 2
24/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
16/11/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-vier.net,,,,Secretariaat
15/12/2019,Veilig verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-vier.net,Gastontvanger,Persoonlijke toegangscode,Geopend,Secretariaat
08/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Interne ontvanger,eigendomein.nl,,,,Team 1
20/11/2019,Veilig verzonden,Gevoelig,Medisch,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 2
27/11/2019,Normaal verzonden,Gevoelig,Financieel,Interne ontvanger,eigendomein.nl,,,,Secretariaat
19/10/2019,Normaal verzonden,Gevoelig,BSN in bericht,Interne ontvanger,eigendomein.nl,,,,Team 1
27/10/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Verificatie email,Geopend,Finance
05/12/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-drie.com,,,,Management team
29/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
10/11/2019,Normaal verzonden,Gevoelig,Persoonlijk,Interne ontvanger,eigendomein.nl,,,,Secretariaat
10/10/2019,Veilig verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,SMS,Geopend,Secretariaat
30/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
15/10/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Persoonlijke toegangscode,Geopend,Team 2
13/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 2
13/12/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
03/11/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-vijf.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
23/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
20/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
05/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 2
07/11/2019,Normaal verzonden,Gevoelig,Financieel,Interne ontvanger,eigendomein.nl,,,,Team 1
23/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
08/11/2019,Normaal verzonden,Gevoelig,Persoonlijk,Interne ontvanger,eigendomein.nl,,,,Team 1
07/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
24/11/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-vijf.nl,,,,Team 2
19/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Interne ontvanger,eigendomein.nl,,,,Team 1
04/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
25/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
03/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
30/10/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,Ontvanger met ZIVVER,ZIVVER,Niet geopend,Team 2
26/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
19/11/2019,Normaal verzonden,Gevoelig,BSN in bericht,Interne ontvanger,eigendomein.nl,,,,Secretariaat
07/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Team 2
17/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
02/12/2019,Normaal verzonden,Gevoelig,Medisch,Interne ontvanger,eigendomein.nl,,,,Team 1
05/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Secretariaat
26/11/2019,Veilig verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Persoonlijke toegangscode,Geopend,Finance
07/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Finance
15/10/2019,Normaal verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-zes.de,,,,Team 2
20/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
07/12/2019,Normaal verzonden,Gevoelig,BSN in onderwerp,Interne ontvanger,eigendomein.nl,,,,Team 2
01/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-zes.de,,,,Finance
08/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vijf.nl,,,,Team 2
02/10/2019,Normaal verzonden,Gevoelig,Financieel,Interne ontvanger,eigendomein.nl,,,,Secretariaat
11/12/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Verificatie email,Geopend,Secretariaat
19/11/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 2
27/10/2019,Normaal verzonden,Gevoelig,Financieel,Interne ontvanger,eigendomein.nl,,,,Finance
15/12/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-vier.net,,,,Team 1
08/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 2
24/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Verificatie email,Geopend,Secretariaat
24/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Finance
27/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
14/12/2019,Normaal verzonden,Gevoelig,Medisch,Interne ontvanger,eigendomein.nl,,,,Management team
04/11/2019,Normaal verzonden,Gevoelig,Financieel,Interne ontvanger,eigendomein.nl,,,,Team 1
23/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vijf.nl,,,,Team 1
13/11/2019,Veilig verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
13/12/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
13/12/2019,Normaal verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 1
30/11/2019,Normaal verzonden,Gevoelig,Medisch,Interne ontvanger,eigendomein.nl,,,,Team 1
23/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
14/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
29/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
25/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 2
14/12/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
11/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,Gastontvanger,SMS,Geopend,Secretariaat
17/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
25/11/2019,Normaal verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
24/10/2019,Veilig verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Verificatie email,Geopend,Team 1
30/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 1
22/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Finance
02/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
23/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Team 1
20/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Finance
27/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 2
01/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Persoonlijke toegangscode,Geopend,Secretariaat
04/12/2019,Normaal verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-een.nl,,,,Finance
16/12/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Persoonlijke toegangscode,Geopend,Management team
14/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vijf.nl,,,,Team 1
17/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 2
26/11/2019,Veilig verzonden,Gevoelig,BSN in bijlage,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
25/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
26/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
26/10/2019,Veilig verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
10/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Finance
06/10/2019,Normaal verzonden,Gevoelig,BSN in bericht,Interne ontvanger,eigendomein.nl,,,,Secretariaat
20/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
05/10/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,Gastontvanger,Verificatie email,Niet geopend,Team 1
28/11/2019,Veilig verzonden,Gevoelig,Persoonlijk,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
01/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,Gastontvanger,SMS,Geopend,Team 1
24/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,Gastontvanger,SMS,Niet geopend,Management team
05/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 2
13/12/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-vijf.nl,,,,Team 2
12/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Interne ontvanger,eigendomein.nl,,,,Management team
16/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Interne ontvanger,eigendomein.nl,,,,Finance
13/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vijf.nl,,,,Team 2
25/10/2019,Veilig verzonden,Gevoelig,BSN in bericht,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
06/12/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
02/12/2019,Veilig verzonden,Gevoelig,BSN in bericht,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 2
29/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Management team
08/12/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
06/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-vijf.nl,,,,Team 1
20/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
08/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
06/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
29/10/2019,Normaal verzonden,Gevoelig,Medisch,Interne ontvanger,eigendomein.nl,,,,Team 1
18/12/2019,Veilig verzonden,Gevoelig,BSN in bericht,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
21/11/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
20/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Finance
05/12/2019,Veilig verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-drie.com,Gastontvanger,Persoonlijke toegangscode,Geopend,Team 2
06/10/2019,Normaal verzonden,Gevoelig,BSN in bericht,Interne ontvanger,eigendomein.nl,,,,Team 1
21/11/2019,Veilig verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,SMS,Geopend,Team 1
08/12/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Management team
09/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Team 2
01/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vier.net,,,,Team 2
30/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
16/10/2019,Normaal verzonden,Gevoelig,Medisch,Interne ontvanger,eigendomein.nl,,,,Team 1
12/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vijf.nl,,,,Team 2
01/10/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,Ontvanger met ZIVVER,ZIVVER,Niet geopend,Secretariaat
28/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
02/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-drie.com,,,,Team 2
27/10/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Management team
28/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Interne ontvanger,eigendomein.nl,,,,Team 2
14/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vier.net,,,,Secretariaat
07/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
16/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-zes.de,,,,Team 1
02/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-zes.de,,,,Team 1
11/12/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Finance
12/10/2019,Normaal verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-een.nl,,,,Finance
10/12/2019,Veilig verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-zes.de,Ontvanger met ZIVVER,ZIVVER,Niet geopend,Finance
14/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 2
24/11/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-drie.com,Gastontvanger,SMS,Niet geopend,Finance
22/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
20/10/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-vijf.nl,,,,Finance
06/10/2019,Veilig verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Verificatie email,Niet geopend,Team 1
01/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Finance
07/10/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,Gastontvanger,Gedeelde toegangscode,Niet geopend,Secretariaat
07/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 2
23/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
24/10/2019,Veilig verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
16/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 2
30/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
12/11/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-drie.com,Ontvanger met ZIVVER,ZIVVER,Niet geopend,Team 1
19/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
01/12/2019,Normaal verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
15/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Team 1
13/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-zes.de,,,,Secretariaat
14/10/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
